service_id,date,exception_type
169957414156537,20220625,2
169957414156537,20220626,2
169957414156537,20220627,2
169957414156537,20220628,2
169957414156537,20220629,2
169957414156537,20220630,2
169957414156537,20220701,2
169957414156537,20220702,2
169957414156537,20220703,2
169957414156537,20220704,2
169957414156537,20220705,2
169957414156537,20220706,2
169957414156537,20220707,2
169957414156537,20220708,2
169957414156537,20220709,2
169957414156537,20220710,2
169957414156537,20220711,2
169957414156537,20220712,2
169957414156537,20220713,2
169957414156537,20220714,2
169957414156537,20220715,2
169957414156537,20220716,2
169957414156537,20220717,2
169957414156537,20220718,2
169957414156537,20220719,2
169957414156537,20220720,2
169957414156537,20220721,2
169957414156537,20220722,2
169957414156537,20220723,2
169957414156537,20220724,2
169957414156537,20220725,2
169957414156537,20220726,2
169957414156537,20220727,2
169957414156537,20220728,2
169957414156537,20220729,2
169957414156537,20220730,2
169957414156537,20220731,2
169957414156537,20220801,2
169957414156537,20220802,2
169957414156537,20220803,2
169957414156537,20220804,2
169957414156537,20220805,2
169957414156537,20220806,2
169957414156537,20220807,2
169957414156537,20220808,2
169957414156537,20220809,2
169957414156537,20220810,2
169957414156537,20220811,2
169957414156537,20220812,2
169957414156537,20220813,2
169957414156537,20220814,2
169957414156537,20220815,2
169957414156537,20220816,2
169957414156537,20220817,2
169957414156537,20220818,2
169957414156537,20220819,2
169957414156537,20220820,2
169957414156537,20220821,2
169957414156537,20220822,2
169957414156537,20220823,2
169957414156537,20220824,2
169957414156537,20220825,2
169957414156537,20220826,2
169957414156537,20220827,2
169957414156537,20220828,2
169957414156537,20220829,2
169957414156537,20220830,2
169957414156537,20220831,2
169957414156537,20220901,2
169957414156537,20220902,2
169957414156537,20220903,2
169957414156537,20220904,2
169957414156537,20220905,2
169957414156537,20220906,2
169957414156537,20220907,2
169957414156537,20220908,2
169957414156537,20220909,2
169957414156537,20220910,2
169957414156537,20220911,2
169957414156537,20220912,2
169957414156537,20220913,2
169957414156537,20220914,2
169957414156537,20220915,2
169957414156537,20220916,2
169957414156537,20220917,2
169957414156537,20220918,2
169957414156537,20220919,2
169957414156537,20220920,2
169957414156537,20220921,2
169957414156537,20220922,2
169957414156537,20220923,2
169957414156537,20220924,2
169957414156537,20220925,2
169957414156537,20220926,2
169957414156537,20220927,2
169957414156537,20220928,2
169957414156537,20220929,2
169957414156537,20220930,2
169957414156537,20221001,2
169957414156537,20221002,2
169957414156537,20221003,2
169957414156537,20221004,2
169957414156537,20221005,2
169957414156537,20221006,2
169957414156537,20221007,2
169957414156537,20221008,2
169957414156537,20221009,2
169957414156537,20221010,2
169957414156537,20221011,2
169957414156537,20221012,2
169957414156537,20221013,2
169957414156537,20221014,2
169957414156537,20221015,2
169957414156537,20221016,2
169957414156537,20221017,2
169957414156537,20221018,2
169957414156537,20221019,2
169957414156537,20221020,2
169957414156537,20221021,2
169957414156537,20221022,2
169957414156537,20221023,2
169957414156537,20221024,2
169957414156537,20221025,2
169957414156537,20221026,2
169957414156537,20221027,2
169957414156537,20221028,2
169957414156537,20221029,2
169957414156537,20221030,2
169957414156537,20221031,2
169957414156537,20221101,2
169957414156537,20221102,2
169957414156537,20221103,2
169957414156537,20221104,2
169957414156537,20221105,2
169957414156537,20221106,2
169957414156537,20221107,2
169957414156537,20221108,2
169957414156537,20221109,2
169957414156537,20221110,2
169957414156537,20221111,2
169957414156537,20221112,2
169957414156537,20221113,2
169957414156537,20221114,2
169957414156537,20221115,2
169957414156537,20221116,2
169957414156537,20221117,2
169957414156537,20221118,2
169957414156537,20221119,2
169957414156537,20221120,2
169957414156537,20221121,2
169957414156537,20221122,2
169957414156537,20221123,2
169957414156537,20221124,2
169957414156537,20221125,2
169957414156537,20221126,2
169957414156537,20221127,2
169957414156537,20221128,2
169957414156537,20221129,2
169957414156537,20221130,2
169957414156537,20221201,2
169957414156537,20221202,2
169957414156537,20221203,2
169957414156537,20221204,2
169957414156537,20221205,2
169957414156537,20221206,2
169957414156537,20221207,2
169957414156537,20221208,2
169957414156537,20221209,2
169957414156537,20221210,2
